Namespace,Key,英文原文,原版中文（官方zh）,AI翻译,DeepSeek参考,翻译状态,生效预估（AI预估，仅供参考）
（根命名空间）,BULLETIN,Bulletin,公告,,公告板,原版已有,✅ 已生效（原版支持）
（根命名空间）,BUY,BUY,购买,,购买,原版已有,✅ 已生效（原版支持）
（根命名空间）,BUY_PRICE,BUY PRICE,购买价格,,购买价格,原版已有,✅ 已生效（原版支持）
（根命名空间）,Balance,Balance,余额,,余额,原版已有,✅ 已生效（原版支持）
（根命名空间）,Batteries,Batteries,电池,,电池,原版已有,✅ 已生效（原版支持）
（根命名空间）,C015FF4E4119D3AE6038BD83EDE69F68,Welcome to Starminer!,欢迎来到《Starminer》！,,欢迎来到《Starminer》！,原版已有,✅ 已生效（原版支持）
（根命名空间）,C04C65674A19493D4CF4F6A95A760F58,Good mining capabilities.,出色的采矿能力。,,采矿能力良好。,原版已有,✅ 已生效（原版支持）
（根命名空间）,C089FE054297736AF4EFC9A6442D7248,Command Stations ,指挥站点 ,,指挥站,原版已有,✅ 已生效（原版支持）
（根命名空间）,C09692194E9B55914919BEB919C60CC0,Water,水,,水,原版已有,✅ 已生效（原版支持）
（根命名空间）,C0C0CC964517900B923C5B87B9EBFC7C,Move Left,向左移动,,向左移动,原版已有,✅ 已生效（原版支持）
（根命名空间）,C32D286148FB2281F7193A8251E42578,ERADICATOR,根除者,,「根除者」,原版已有,✅ 已生效（原版支持）
（根命名空间）,C3978BEE43135C9F6E8934A8DED21D4B,VETERAN BANKER,老练银行家,,「资深银行家」,原版已有,✅ 已生效（原版支持）
（根命名空间）,C48E99264EDF6A6C4FF47DAC29A9A3AA,"- Hardware cursor enabled
- Gatling gun sound volume decreased
- The T2 Habitat rotation animation is now always active
- Station texts and owner information updated
- Clickable objects enabled on NPC stations
- Added missing descriptions for Cleft and Beamline nodes
- Lighting updates
- Auto-select station when required for specific objectives
- Station controls and station data are now hidden when selecting NPC stations or asteroids",,,"- 已启用硬件光标
- 加特林机枪音量降低
- T2 居住舱旋转动画现在始终激活
- 空间站文本和所有者信息已更新
- NPC 空间站上的可点击对象已启用
- 添加了裂隙和束线节点的缺失描述
- 光照更新
- 特定目标需要时自动选择空间站
- 选择 NPC 空间站或小行星时，空间站控件和数据现在会隐藏",未翻译,—（未翻译）
（根命名空间）,C4AE67E744CE21DBF05ADA95A0FFCA2C,Travel Distance ,航行距离 ,,航行距离,原版已有,✅ 已生效（原版支持）
（根命名空间）,C4FFEF3E47E26EAA05350DBA702C45A4,LEGEND OF MERCANTILES,商界传奇,,「商贾传奇」,原版已有,✅ 已生效（原版支持）
（根命名空间）,C60505BD49D5CB5D7AB3728ED6F81DF4,ROOKIE SILICATE SALVAGE,新锐硅酸盐回收工,,初级硅酸盐打捞,原版已有,✅ 已生效（原版支持）
（根命名空间）,C7967B7A4EF1D9A80A39469EAF2D7EB2,"- NPC Stations now auto-rebuild Fighters
- Option added to buy resources from NPC stations in AutoTrade menu
- Unselected stations will over time auto-activate boosters
- Auto-brakes activate when station is close to leaving the sector
- Ability to rotate build destination point
- Configurable key bindings in the Options window
- Updated info texts
- Updated demo mission texts
- Additional key bindings (weapons, mining, scanners)",,"- NPC 空间站现在自动重建战斗机
- 自动贸易菜单中新增从 NPC 空间站购买资源的选项
- 未选中的空间站会随时间自动激活增益装置
- 空间站接近离开星区时自动刹车激活
- 可旋转建造目标点
- 选项窗口中可配置按键绑定
- 更新了信息文本
- 更新了演示任务文本
- 新增按键绑定（武器、采矿、扫描仪）","- NPC空间站现在会自动重建战斗机
- 「自动贸易」菜单中新增从NPC空间站购买资源的选项
- 未选中的空间站会随时间自动激活助推器
- 空间站接近离开星区时自动刹车
- 可旋转建造目标点
- 「选项」窗口中可配置按键绑定
- 更新了信息文本
- 更新了演示任务文本
- 新增按键绑定（武器、采矿、扫描仪）",AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,C7DC7B744615F4A9953BECB15F71D627,HUNTERS HUNTED,猎人变成猎物,,猎手遭猎,原版已有,✅ 已生效（原版支持）
（根命名空间）,C8237E1A4DB44B3CCBF572AA499CB74D,Build Hauling Engineers ,建造运输工程舰 ,,建造搬运工程师,原版已有,✅ 已生效（原版支持）
（根命名空间）,C9BF113645C45EF68EDBDCAAA3C817E0,Assault Laser,突击激光器,,突击激光,原版已有,✅ 已生效（原版支持）
（根命名空间）,CAMPAIGN,CAMPAIGN,战役,,战役,原版已有,✅ 已生效（原版支持）
（根命名空间）,CAMPAIGNS,CAMPAIGNS,战役,,战役,原版已有,✅ 已生效（原版支持）
（根命名空间）,CANCEL,CANCEL,取消,,取消,原版已有,✅ 已生效（原版支持）
（根命名空间）,CANCEL_ROUTE,CANCEL ROUTE,取消航线,,取消路线,原版已有,✅ 已生效（原版支持）
（根命名空间）,CANTEEN,CANTEEN,餐厅,,食堂,原版已有,✅ 已生效（原版支持）
（根命名空间）,CAPACITY,CAPACITY,容量,,容量,原版已有,✅ 已生效（原版支持）
（根命名空间）,CARGO_BAYS,CARGO BAYS,,货舱,货仓,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,CB4BEDCD4E2391CA1CB9BCB31C691B29,VETERAN THORIUM SALVAGE,老练钍矿回收工,,资深钍元素打捞,原版已有,✅ 已生效（原版支持）
（根命名空间）,CB634F9149F435592C425F81BBE38B64,Jump to a new sector ,跃迁至新区域 ,,跃迁至新星区,原版已有,✅ 已生效（原版支持）
（根命名空间）,CB7A390C42165B4354BAF49224BF588F,Salvage Space Junk,,打捞太空残骸,打捞太空垃圾,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,CBD21A4D4943E6DCF9998DA7A8B4D429,Press [G] to toggle the Orientation Tool. This will help you make sense of your position in space. The blue arrows indicate your forward vector. ,,按 [G] 切换方向工具。这将帮助你了解自己在太空中的位置。蓝色箭头指示你的前进方向。,按下 [G] 切换「方位指示器」。它能帮助你认清自己在太空中的位置。蓝色箭头指示你的前进方向。,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,CD643C8F43217658AFFF99B7AB4F90EB,Fleet,舰队,,舰队,原版已有,✅ 已生效（原版支持）
（根命名空间）,CDA192EB4F41B567D4D78D8309D77AF4,Energy,能源,,能量,原版已有,✅ 已生效（原版支持）
（根命名空间）,CDB04B2644767C312FDE00B61E27A434,ROOKIE EONITE SALVAGE,新锐耀矿回收工,,新手机动挖残骸,原版已有,✅ 已生效（原版支持）
（根命名空间）,CDDD72B64430406812FBD5ACEE0D61E2,VETERAN ICE MINER,老练冰矿矿工,,老兵冰矿工,原版已有,✅ 已生效（原版支持）
（根命名空间）,CE8CA6B94375BDD00FDADCA29B4DAA9E,PLANETARY DEFENDER,行星守卫,,行星防御者,原版已有,✅ 已生效（原版支持）
（根命名空间）,CEDB16CF4B71C2961E782DABD34FA4B9,"- Widget title transparency set to 0.8
- Prevented player modifiers from applying to NPC stations
- Prevented NPC stations from granting research points
- Building templates now use original node materials with a blue overlay instead of Build Material
- Reduced distortion in Build Material
- The station merge button is now unblocked for stations with only dock/merge objectives
- Toggle expand button added to Overview widget
- Updated anti-aliasing (AA) options
- Benchmark constructors now build
- Benchmark habitats now produce workers
- Fixed habitat crash on operation start
- Added textboxes to modify thruster angles
- Slightly increased Build menu width and reduced resource text size to fit 4 triple-digit numbers
- Replaced ""drills"" with ""training"" in modifier texts
- Removed trailing spaces from modifier title texts
- Title expand widget animation
- Tips widget button colors updated
- Overview entry button size adjusted
- Logistics title now uses sentence case
- Hidden rounded edges on minimized widgets
- Tips window paging buttons repositioned",,,"- 小部件标题透明度设为 0.8
- 玩家修正项不再对 NPC 空间站生效
- NPC 空间站不再提供研究点数
- 建筑模板现使用带蓝色叠加的原始节点材质，而非建造材质
- 降低了建造材质的变形
- 对于只有停靠/合并目标的空间站，空间站合并按钮现已解锁
- 概览小部件新增切换展开按钮
- 更新了抗锯齿（AA）选项
- 基准建造器现在可以建造了
- 基准栖息地现在可以产出工人了
- 修复了栖息地在操作开始时崩溃的问题
- 添加了用于调整推进器角度的文本框
- 略微增加了建造菜单宽度，并缩小了资源文字大小以适应4个三位数数字
- 将修正项文本中的「钻头」替换为「训练」
- 移除了修正项标题文本末尾的空格
- 标题展开小部件动画
- 提示小部件按钮颜色更新
- 调整了概览条目按钮大小
- 后勤标题现采用首字母大写格式
- 最小化小部件上的隐藏圆润边缘
- 重新定位了提示窗口分页按钮",未翻译,—（未翻译）
（根命名空间）,CF2E9DDF4C965D0D6DFCE5A8B62E237E,Salvage Space Junk,,打捞太空残骸,打捞太空垃圾,AI新增,⚠️ 预计生效（AI预估）—根命名空间UI条目可被locres patch覆盖
（根命名空间）,CF6EC9A14EA9E3F1AB6FFEB9D6B19ED0,SUPREME MERCENARY,至高商人,,至尊佣兵,原版已有,✅ 已生效（原版支持）
（根命名空间）,CHANGE,CHANGE,更改,,变更,原版已有,✅ 已生效（原版支持）
（根命名空间）,CHANGES_APPLIED,CHANGES APPLIED,应用更改,,变更已应用,原版已有,✅ 已生效（原版支持）
（根命名空间）,CHARACTER,Character,角色,,角色,原版已有,✅ 已生效（原版支持）
（根命名空间）,CHARGE_RATE,CHARGE RATE,充能速率,,充能速率,原版已有,✅ 已生效（原版支持）
（根命名空间）,CHARGING,CHARGING,充能中,,充能中,原版已有,✅ 已生效（原版支持）
（根命名空间）,CHUNK,ASTEROID CHUNK,小行星块,,小行星碎块,原版已有,✅ 已生效（原版支持）
（根命名空间）,CLASS,CLASS,舰级,,CLASS,原版已有,✅ 已生效（原版支持）
（根命名空间）,CLOSE,CLOSE,关闭,,CLOSE,原版已有,✅ 已生效（原版支持）
（根命名空间）,CLOSE_TRADE_INTERFACE,CLOSE TRADE INTERFACE,关闭贸易界面,,CLOSE TRADE INTERFACE,原版已有,✅ 已生效（原版支持）
（根命名空间）,COBALT,COBALT,钴,,COBALT,原版已有,✅ 已生效（原版支持）
（根命名空间）,CODEX,Codex,宝典,,Codex,原版已有,✅ 已生效（原版支持）
（根命名空间）,COLONISTS,COLONISTS,星际移民,,COLONISTS,原版已有,✅ 已生效（原版支持）
（根命名空间）,COLONISTS_LEFT,COLONISTS LEFT YOUR STATION,星际移民离开了你的站点,,COLONISTS LEFT YOUR STATION,原版已有,✅ 已生效（原版支持）
（根命名空间）,COLONISTS_MOVED,COLONISTS WERE MOVED TO YOUR STATION,星际移民已移至你的站点,,COLONISTS WERE MOVED TO YOUR STATION,原版已有,✅ 已生效（原版支持）
（根命名空间）,COLONISTS_SOLD,COLONISTS WERE MOVED FROM YOUR STATION,星际移民已从你的站点移出,,COLONISTS WERE MOVED FROM YOUR STATION,原版已有,✅ 已生效（原版支持）
（根命名空间）,COMING_SOON,COMING SOON,即将推出,,COMING SOON,原版已有,✅ 已生效（原版支持）
（根命名空间）,COMMANDER,Commander,指挥官,,Commander,原版已有,✅ 已生效（原版支持）
（根命名空间）,COMPLETED,COMPLETED,已完成,,COMPLETED,原版已有,✅ 已生效（原版支持）
（根命名空间）,COMPOSITION,COMPOSITION,构成,,COMPOSITION,原版已有,✅ 已生效（原版支持）
（根命名空间）,CONFIRM,CONFIRM,确认,,CONFIRM,原版已有,✅ 已生效（原版支持）
（根命名空间）,CONFIRM_TRADE,CONFIRM TRADE,确认贸易,,CONFIRM TRADE,原版已有,✅ 已生效（原版支持）
（根命名空间）,CONSTRUCTION_PART,PART,部件,,零件,原版已有,✅ 已生效（原版支持）
（根命名空间）,CONSTRUCTION_RANGE,Construction,建造工程,,建造,原版已有,✅ 已生效（原版支持）
（根命名空间）,CONSUMING,CONSUMING,消耗中,,消耗中,原版已有,✅ 已生效（原版支持）
（根命名空间）,CONTACTS,CONTACTS,人脉,,联系人,原版已有,✅ 已生效（原版支持）
（根命名空间）,CONTINUE,CONTINUE,继续,,继续,原版已有,✅ 已生效（原版支持）
（根命名空间）,CONTRACTS,CONTRACTS,合同,,合约,原版已有,✅ 已生效（原版支持）
（根命名空间）,COST,COST,成本,,费用,原版已有,✅ 已生效（原版支持）
（根命名空间）,COUNT,COUNT,计数,,数量,原版已有,✅ 已生效（原版支持）
（根命名空间）,CPU_SCORE,CPU SCORE,CPU 性能分数,,CPU评分,原版已有,✅ 已生效（原版支持）
（根命名空间）,CREATE_NEW_ACCOUNT,CREATE NEW ACCOUNT,新建账号,,创建新账号,原版已有,✅ 已生效（原版支持）
